Date,Category,Subcategory,Dollars,Dollars_last_year,Dollars_3_years_ago,Unit_sales,Unit_sales_last_year,Unit_sales_3_years_ago,Share,Share_last_year,Share_3_years_ago,Percent_change_dollars_1_year,Percent_change_units_1_year,Percent_change_share_1_year,Percent_change_dollars_3_years,Percent_change_units_3_years,Percent_change_share_3_years
5/12/2021,Commercially prepared items,Not sweet packaged/Snacks,940540300,838261094,819502838,274847328,282281113.4,276043695.6,6.5,6.1,6.3,12.2,1.4,6.3,14.8,-4.3,2.3
5/12/2021,Commercially prepared items,Other,55806232,54176245,50376469,26001184,27168682,26273302,0.4,0.4,0.4,3,-4.3,-2.4,10.8,-1,-1.3
5/12/2021,Commercially prepared items,Regular meat fresh/frozen,839207,746195,515395,211279,197015,142353,0,0,0,12.5,7.05,6.6,56.55,22.3625,20.9625
5/12/2021,Commercially prepared items,"Sweet frozen (ice cream, frozen desserts)",243837693,239671732,204415847,61358205,62448460,56225260,1.7,1.7,1.6,1.7,-1.7,-3.6,19.3,9.1,6.3
5/12/2021,Commercially prepared items,"Sweet mixes (pancake, muffin, and cake mixes)",110793365,119216042,132472197,46170484,51948224,62620361,0.8,0.9,1,-7.1,-11.1,-11.9,-12.65,-23.3375,-23.9375
5/12/2021,Commercially prepared items,"Sweet packaged (cookies, candy bars, bars)",1093518412,984173461,861042184.1,274847328,282281113.4,276043695.6,6.8,6.55,6.55,7.3,0.5,1.7,4.4,-9.6,-7
5/12/2021,Commercially prepared items,Sweet ready-to-eat (bakery items),392396483,346512215,370295091,126904353,121646984,139291680,2.7,2.5,2.9,13.2,4.3,7.3,6,-8.9,-5.6
5/12/2021,Dairy,Cheese,453641921,463938228,432651515,124357615,128287083,130625334,3.1,3.4,3.3,-2.2,-3.1,-7.3,4.9,-4.8,-6.6
5/12/2021,Dairy,Other,361723223,362787121,333743182,115500503,120132343,122569691,2.5,2.6,2.6,-0.3,-3.9,-5.5,8.4,-5.8,-3.4
5/12/2021,Dairy,Regular-fat milk,13106015,13985841,13874139,8402346,9086500,9775828,0.1,0.1,0.1,-6.3,-7.5,-11.2,-5.5,-14,-15.8
5/12/2021,Dairy,Yogurt and other,301401673,289277676,264954783,120315369,122003063,124641750,2.1,2.1,2,4.2,-1.4,-1.3,13.8,-3.5,1.4
5/12/2021,Fats and oils,Oils,77532861,68168158,67372460,13046968,14491393,15179226,0.5,0.5,0.5,13.7,-10,7.8,15.1,-14,2.6
5/12/2021,Fats and oils,Solids,96938548,105085142,109085599,28589836,33196037,34019380,0.7,0.8,0.8,-7.8,-13.9,-12.6,-11.1,-16,-20.8
5/12/2021,Fruits,Fruit juice,96669113,87317738,84945754,31226618,31036616,31117199,0.7,0.6,0.7,10.7,0.6,4.9,13.8,0.4,1.4
5/12/2021,Fruits,Whole canned,81038572,74656393,75075973,29462314,29391052,32035539,0.6,0.5,0.6,8.5,0.2,2.9,7.9,-8,-3.8
5/12/2021,Fruits,Whole fresh/frozen,622894146,559789661,520496645,223848390,223507553,198766703,4.3,4.1,4,11.3,0.2,5.4,19.7,12.6,6.6
5/12/2021,Grains,Flour and mixes,25238339,26624474,28685916,8173902,9491222,10806494,0.2,0.2,0.2,-5.2,-13.9,-10.2,-12,-23.3375,-21.6
5/12/2021,Grains,Frozen/ready to cook,29471786,29634518,28143813,9553472,10121198,9864794,0.2,0.2,0.2,-0.5,-5.6,-5.8,4.7,-3.2,-6.7
5/12/2021,Grains,Not sweet packaged/Meals and sides,39206179,40365725,38994545,25997474,28757413,29362777,0.3,0.3,0.3,-2.9,-9.6,-8,0.5,-11.5,-10.4
5/12/2021,Grains,Other,65983013,66585522,61586914,26068555,27604612,27132893,0.5,0.5,0.5,-0.9,-5.6,-6.1,7.1,-3.9,-4.5
5/12/2021,Grains,"Packaged (bread, rolls, pita, tortilla, rice, pasta, cereal)",486626549,477501245,438617451,178373179,188481271,190723055,3.3,3.5,3.4,1.9,-5.4,-3.4,10.9,-6.5,-1.1
5/12/2021,"Meats, eggs, and nuts",Eggs,129990397,128148547,128611751,44075433,48314890,50184824,0.9,0.9,1,1.4,-8.8,-3.9,1.1,-12.2,-9.9
5/12/2021,"Meats, eggs, and nuts",Fish fresh/frozen,110357162,111558529,91973728,12739939,14641839,12486723,0.8,0.8,0.7,-1.1,-13,-6.3,20,2,6.9
5/12/2021,"Meats, eggs, and nuts",Nuts and seeds processed/nut butters,45882894,46971045,51780348,11365906,12066617,15108947,0.3,0.3,0.4,-2.3,-5.8,-7.4,-11.4,-23.3375,-21
5/12/2021,"Meats, eggs, and nuts",Nuts and seeds raw,135922195,135755595,147512513,31760486,32156085,38295973,0.9,1,1.1,0.1,-1.2,-5.1,-7.9,-17.1,-17.9
5/12/2021,"Meats, eggs, and nuts",Other,51315399,51728904,46947556,23232772,24261890,24647433,0.4,0.4,0.4,-0.8,-4.2,-6,9.3,-5.7,-2.6
5/12/2021,"Meats, eggs, and nuts",Poultry fresh/frozen,416790860,393509557,371052974,75075607,77845206,78449120,2.9,2.8,2.9,5.9,-3.6,0.4,12.3,-4.3,0.1
5/12/2021,"Meats, eggs, and nuts",Regular meat canned,25258798,24192204,23337804,10925682,11525125,12403545,0.2,0.2,0.2,4.4,-5.2,-1.1,8.2,-11.9,-3.5
5/12/2021,"Meats, eggs, and nuts",Regular meat fresh/frozen,1093518412,984173461,861042184.1,218210181,229820261,232904092,6.8,6.55,6.55,5.1,-5.1,-0.4,13.7,-6.3,1.3
5/12/2021,Other,Other,559607927,532497869,472919703,103256183,105593756,99794184,3.8,3.9,3.6,5.1,-2.2,-0.4,18.3,3.5,5.5
5/12/2021,Sugar and sweeteners,Raw,70629091,73302046,75812211,19976555,22078310,27843216,0.5,0.5,0.6,-3.6,-9.5,-8.7,-6.8,-23.3375,-17
5/12/2021,Vegetables,Dark green canned,555498,485601,607459,457765,460079,572582,0,0,0,14.4,-0.5,8.4,-8.6,-20.1,-18.5
5/12/2021,Vegetables,Dark green fresh/frozen,223610607,213651043,171416689,79006986,79848337,67241969,1.5,1.5,1.3,4.7,-1.1,-0.8,30.4,17.5,16.2
5/12/2021,Vegetables,Legumes canned,38194823,42114853,41202094,30481479,35981991,36327673,0.3,0.3,0.3,-9.3,-14.15,-14.1,-7.3,-16.1,-17.4
5/12/2021,Vegetables,Legumes fresh/frozen,33704853,34884091,33992685,14503334,15775807,16066960,0.2,0.3,0.3,-3.4,-8.1,-8.4,-0.8,-9.7,-11.6
5/12/2021,Vegetables,"Not sweet canned (soups, sauces, etc)",8485073,8427269,6918230,1996561,2076656,1770642,0.1,0.1,0.1,0.7,-3.9,-4.6,22.6,12.8,9.3
5/12/2021,Vegetables,Orange canned,1144364,1237270,1188615,1297575,1485220,1518966,0,0,0,-7.5,-12.6,-12.4,-3.7,-14.6,-14.2
5/12/2021,Vegetables,Orange fresh/frozen,36130039,36675849,36105734,20218672,21877200,21310988,0.2,0.3,0.3,-1.5,-7.6,-6.7,0.1,-5.1,-10.8
5/12/2021,Vegetables,Other,118618830,121784674,111797815,55068042,59500132,55448897,0.8,0.9,0.9,-2.6,-7.4,-7.7,6.1,-0.7,-5.4
5/12/2021,Vegetables,Other-mostly water canned,56328204,57397220,53283085,23728774,25452660,24606611,0.4,0.4,0.4,-1.9,-6.8,-7,5.7,-3.6,-5.8
5/12/2021,Vegetables,Other-mostly water fresh/frozen,139275014,145081933,130396612,75713911,83170891,74429114,1,1.1,1,-4,-9,-9,6.8,1.7,-4.8
5/12/2021,Vegetables,Other-nutrient-dense canned,30100470,36241467,35749138,27876790,34612380,36615246,0.2,0.3,0.3,-13.85,-14.15,-18.2,-12.65,-23.3375,-23.9375
5/12/2021,Vegetables,Other-nutrient-dense fresh/frozen,135175100,138252778,123808539,72305300,78567575,68975396,0.9,1,1,-2.2,-8,-7.4,9.2,4.8,-2.7
5/12/2021,Vegetables,Starchy canned,26567807,27991887,28500756,22743805,26562447,29420722,0.2,0.2,0.2,-5.1,-14.15,-10.1,-6.8,-22.7,-16.9
5/12/2021,Vegetables,Starchy fresh/frozen,65421711,67436035,64984613,23067160,25577319,24791750,0.4,0.5,0.5,-3,-9.8,-8.1,0.7,-7,-10.3
12/12/2021,Alcohol,Other,1093518412,984173461,861042184.1,145907699,154578366,140089240,6.8,6.55,6.55,-3.3,-5.6,-8.4,12.1,4.2,-6.1
12/12/2021,Beverages,Carbonated non-alcoholic,842959851,764673277,690875822,274847328,282281113.4,276043695.6,5.4,5.2,5.3,10.2,-3,4.4,22,-3.7,2.2
12/12/2021,Beverages,Fruit drinks and non-carbonated sugary,840096911,747334867,625513074,274847328,282281113.4,256616243,5.4,5.1,4.8,12.4,4.2,6.5,34.3,18.4,12.5
12/12/2021,Beverages,Other,276950905,273223993,253226487,39525783,41787173,40627545,1.8,1.9,1.9,1.4,-5.4,-4,9.4,-2.7,-8.4
12/12/2021,Beverages,Water,373920125,320189838,276802665,148595366,140829929,132579149,2.4,2.2,2.1,16.8,5.5,10.6,35.1,12.1,13.1
12/12/2021,Commercially prepared items,"Not sweet canned (soups, sauces, etc)",264882070,261407719,216607528,100788354,106012896,93527447,1.7,1.8,1.7,1.3,-4.9,-4,22.3,7.8,2.4
12/12/2021,Commercially prepared items,"Not sweet frozen (pizzas, french fries, fish sticks and entrees)",582956930,536700794,445934685,148098941,149438260,134445793,3.7,3.6,3.4,8.6,-0.9,2.9,30.7,10.2,9.5
12/12/2021,Commercially prepared items,Not sweet packaged/Meals and sides,1010396116,897677401,844332498,274847328,282281113.4,276043695.6,6.5,6.1,6.5,12.6,0.4,6.6,19.7,6.7,0.2
12/12/2021,Commercially prepared items,Not sweet packaged/Snacks,990266679,879245403,808262327,274847328,282281113.4,276043695.6,6.4,6,6.2,12.6,1.3,6.7,22.5,1.3,2.6
12/12/2021,Commercially prepared items,Other,62628763,59965118,53384319,29142044,30146785,28083611,0.4,0.4,0.4,4.4,-3.3,-1.1,17.3,3.8,-1.7
12/12/2021,Commercially prepared items,Regular meat fresh/frozen,826286,706490,536730,203864,188344,147914,0,0,0,17,7.05,10.8,53.9,22.3625,20.9625
12/12/2021,Commercially prepared items,"Sweet frozen (ice cream, frozen desserts)",257560430,253706834,206051472,64745790,66473195,58298297,1.7,1.7,1.6,1.5,-2.6,-3.9,25,11.1,4.7
12/12/2021,Commercially prepared items,"Sweet mixes (pancake, muffin, and cake mixes)",151469964,160533051,156354785,61576538,68191069,70700364,1,1.1,1.2,-5.6,-9.7,-10.6,-3.1,-12.9,-18.9
12/12/2021,Commercially prepared items,"Sweet packaged (cookies, candy bars, bars)",1093518412,984173461,861042184.1,274847328,282281113.4,276043695.6,6.8,6.55,6.55,8.9,2.3,3.1,13.5,-1.4,-4.9
12/12/2021,Commercially prepared items,Sweet ready-to-eat (bakery items),433331728,377092510,384289956,136078502,128605690,137383556,2.8,2.6,2.9,14.9,5.8,8.8,12.8,-0.9,-5.5
12/12/2021,Dairy,Cheese,499096516,501437257,439485782,137021056,139181071,136186269,3.2,3.4,3.4,-0.5,-1.6,-5.7,13.6,0.6,-4.9
12/12/2021,Dairy,Other,370576708,370595131,324904094,117681072,122101734,119117279,2.4,2.5,2.5,0,-3.6,-5.3,14.1,-1.2,-4.5
12/12/2021,Dairy,Regular-fat milk,16544498,17491928,16655335,10440773,11218258,11700275,0.1,0.1,0.1,-5.4,-6.9,-10.4,-0.7,-10.8,-16.8
12/12/2021,Dairy,Yogurt and other,310295464,296139153,258404953,123372257,124667230,121342159,2,2,2,4.8,-1,-0.8,20.1,1.7,0.6
12/12/2021,Fats and oils,Oils,83884075,76227407,67045630,14229687,15927737,14808925,0.5,0.5,0.5,10,-10.7,4.2,25.1,-3.9,4.8
12/12/2021,Fats and oils,Solids,117040960,123376353,122532670,34705940,39369391,38386176,0.8,0.8,0.9,-5.1,-11.8,-10.2,-4.5,-9.6,-20
12/12/2021,Fruits,Fruit juice,104111045,93495678,86764463,33221579,33095942,31849136,0.7,0.6,0.7,11.4,0.4,5.5,20,4.3,0.5
12/12/2021,Fruits,Whole canned,86661120,80988385,75628968,31498175,31978253,33064366,0.6,0.5,0.6,7,-1.5,1.3,14.6,-4.7,-4
12/12/2021,Fruits,Whole fresh/frozen,633229846,564935207,508045045,223786718,225643512,191941394,4.1,3.8,3.9,12.1,-0.8,6.1,24.6,16.6,4.4
12/12/2021,Grains,Flour and mixes,29999919,31513554,30404307,9695929,11024236,11308286,0.2,0.2,0.2,-4.8,-12,-9.8,-1.3,-14.3,-17.4
12/12/2021,Grains,Frozen/ready to cook,33015014,32791937,28946532,10718788,11252196,9949949,0.2,0.2,0.2,0.7,-4.7,-4.7,14.1,7.7,-4.5
12/12/2021,Grains,Not sweet packaged/Meals and sides,43020143,43020814,38034193,28650611,30661128,28090668,0.3,0.3,0.3,0,-6.6,-5.3,13.1,2,-5.3
12/12/2021,Grains,Other,70967869,71040451,58512431,27881378,29461037,25315436,0.5,0.5,0.4,-0.1,-5.4,-5.4,21.3,10.1,1.6
12/12/2021,Grains,"Packaged (bread, rolls, pita, tortilla, rice, pasta, cereal)",503910823,493978819,427089463,185018128,194513465,184081354,3.2,3.4,3.3,2,-4.9,-3.4,18,0.5,-1.2
12/12/2021,"Meats, eggs, and nuts",Eggs,138187150,132707943,124678204,46102142,50920906,47806713,0.9,0.9,1,4.1,-9.5,-1.4,10.8,-3.6,-7.2
12/12/2021,"Meats, eggs, and nuts",Fish fresh/frozen,118425178,121709824,91052485,13527174,16011495,12158245,0.8,0.8,0.7,-2.7,-14.15,-7.9,30.1,11.3,8.9
12/12/2021,"Meats, eggs, and nuts",Nuts and seeds processed/nut butters,51017872,51786482,49069742,12397278,13456387,12957532,0.3,0.4,0.4,-1.5,-7.9,-6.7,4,-4.3,-12.9
12/12/2021,"Meats, eggs, and nuts",Nuts and seeds raw,153411514,156085894,158558528,34455595,36243046,40590043,1,1.1,1.2,-1.7,-4.9,-6.9,-3.2,-15.1,-19
12/12/2021,"Meats, eggs, and nuts",Other,54935934,55118168,43811101,25012529,25477742,22159311,0.4,0.4,0.3,-0.3,-1.8,-5.6,25.4,12.9,5
12/12/2021,"Meats, eggs, and nuts",Poultry fresh/frozen,437975661,417334160,352848959,78003218,83135784,73012474,2.8,2.8,2.7,4.9,-6.2,-0.6,24.1,6.8,4
12/12/2021,"Meats, eggs, and nuts",Regular meat canned,28006250,26360414,21688397,11732721,12336026,11114964,0.2,0.2,0.2,6.2,-4.9,0.6,29.1,5.6,8.2
12/12/2021,"Meats, eggs, and nuts",Regular meat fresh/frozen,1093518412,984173461,861042184.1,232633684,246042940,225504287,6.8,6.55,6.55,5,-5.4,-0.6,24.3,3.2,4.1
12/12/2021,Other,Other,605212750,571190846,465089031,110691739,113417375,98961986,3.9,3.9,3.6,6,-2.4,0.3,30.1,11.9,9
12/12/2021,Sugar and sweeteners,Raw,82469412,86745540,79093692,23914992,26745216,28711004,0.5,0.6,0.6,-4.9,-10.6,-10,4.3,-16.7,-12.7
12/12/2021,Vegetables,Dark green canned,638722,562793,581404,529796,535063,559871,0,0,0,13.5,-1,7.5,9.9,-5.4,-8
12/12/2021,Vegetables,Dark green fresh/frozen,224599494,217658209,174618778,79302417,82125145,66413884,1.4,1.5,1.3,3.2,-3.4,-2.3,28.6,19.4,7.7
12/12/2021,Vegetables,Legumes canned,41945081,43651249,37599895,33279208,36857716,32519656,0.3,0.3,0.3,-3.9,-9.7,-9,11.6,2.3,-6.6
12/12/2021,Vegetables,Legumes fresh/frozen,35258091,36720029,32505474,15057275,16763588,15659398,0.2,0.2,0.2,-4,-10.2,-9.1,8.5,-3.8,-9.1
12/12/2021,Vegetables,"Not sweet canned (soups, sauces, etc)",8713328,8847244,7231106,2022211,2198296,1974013,0.1,0.1,0.1,-1.5,-8,-6.7,20.5,2.4,0.9
12/12/2021,Vegetables,Orange canned,1266747,1280502,1089370,1464200,1557951,1422965,0,0,0,-1.1,-6,-6.3,16.3,2.9,-2.6
12/12/2021,Vegetables,Orange fresh/frozen,37220620,37694168,34885822,20589616,22061503,20629892,0.2,0.3,0.3,-1.3,-6.7,-6.5,6.7,-0.2,-10.6
12/12/2021,Vegetables,Other,126333698,129601106,110306918,58564188,63321718,53946117,0.8,0.9,0.8,-2.5,-7.5,-7.7,14.5,8.6,-4.1
12/12/2021,Vegetables,Other-mostly water canned,62154698,61747627,55437223,26160516,27273647,25698162,0.4,0.4,0.4,0.7,-4.1,-4.7,12.1,1.8,-6.1
12/12/2021,Vegetables,Other-mostly water fresh/frozen,143748314,150204905,124460218,78019729,86467441,71185149,0.9,1,1,-4.3,-9.8,-9.4,15.5,9.6,-3.3
12/12/2021,Vegetables,Other-nutrient-dense canned,34129091,37882403,32903293,31372390,35697897,32532457,0.2,0.3,0.3,-9.9,-12.1,-14.7,3.7,-3.6,-13.1
12/12/2021,Vegetables,Other-nutrient-dense fresh/frozen,138400256,141287666,119643688,74245380,81327369,65749142,0.9,1,0.9,-2,-8.7,-7.2,15.7,12.9,-3.1
12/12/2021,Vegetables,Starchy canned,30783800,31322847,29490715,26342935,29655380,31719379,0.2,0.2,0.2,-1.7,-11.2,-6.9,4.4,-17,-12.6
12/12/2021,Vegetables,Starchy fresh/frozen,73409584,75704546,64369928,25154229,27853207,24578620,0.5,0.5,0.5,-3,-9.7,-8.2,14,2.3,-4.5
12/19/2021,Alcohol,Other,1093518412,984173461,861042184.1,155884441,163756385,161299217,6.8,6.55,6.55,-3.2,-4.8,-7.5,-0.5,-3.4,-9.9
12/19/2021,Beverages,Carbonated non-alcoholic,896245838,790419757,766609178,274847328,282281113.4,276043695.6,5.4,5,5.1,13.4,0.3,8.3,16.9,-6.7,5.9
12/19/2021,Beverages,Fruit drinks and non-carbonated sugary,865234979,753011681,665426386,274847328,282281113.4,266899959,5.2,4.8,4.4,14.9,7.05,9.8,30,16.5,17.8
12/19/2021,Beverages,Other,283901407,280410774,266910528,40262450,42941415,42191795,1.7,1.8,1.8,1.2,-6.2,-3.3,6.4,-4.6,-3.7
12/19/2021,Beverages,Water,379587656,315327504,288546142,151429776,138744172,137481509,2.3,2,1.9,20.4,7.05,15,31.6,10.1,19.1
12/19/2021,Commercially prepared items,"Not sweet canned (soups, sauces, etc)",281334664,282485008,264793765,106297289,114680954,112277973,1.7,1.8,1.8,-0.4,-7.3,-4.8,6.2,-5.3,-3.8
12/19/2021,Commercially prepared items,"Not sweet frozen (pizzas, french fries, fish sticks and entrees)",560317462,521628158,417713041,140664151,141838266,122480337,3.4,3.3,2.8,7.4,-0.8,2.6,34.1,14.8,20.9625
12/19/2021,Commercially prepared items,Not sweet packaged/Meals and sides,1032776954,936614804,861042184.1,274847328,282281113.4,276043695.6,6.2,5.9,6,10.3,-1.9,5.4,15.1,4.2,4.2
12/19/2021,Commercially prepared items,Not sweet packaged/Snacks,1022716456,901942333,851626164,274847328,282281113.4,276043695.6,6.2,5.7,5.7,13.4,1.8,8.3,20.1,-0.3,8.8
12/19/2021,Commercially prepared items,Other,71509401,69905792,73607730,33460774,34929636,38673419,0.4,0.4,0.5,2.3,-4.2,-2.3,-2.9,-13.5,-12
12/19/2021,Commercially prepared items,Regular meat fresh/frozen,805882,729180,657790,217125,194449,172673,0,0,0,10.5,7.05,5.6,22.5,22.3625,11
12/19/2021,Commercially prepared items,"Sweet frozen (ice cream, frozen desserts)",269032258,265240781,239079872,69338380,71671866,70892120,1.6,1.7,1.6,1.4,-3.3,-3.1,12.5,-2.2,1.9
12/19/2021,Commercially prepared items,"Sweet mixes (pancake, muffin, and cake mixes)",192167358,205474251,202214069,77608018,86667131,90399995,1.2,1.3,1.3,-6.5,-10.5,-10.6,-5,-14.2,-13.9
12/19/2021,Commercially prepared items,"Sweet packaged (cookies, candy bars, bars)",1093518412,984173461,861042184.1,274847328,282281113.4,276043695.6,6.8,6.55,6.55,10.3,4,5.3,8.5,-5.4,-1.8
12/19/2021,Commercially prepared items,Sweet ready-to-eat (bakery items),465369862,401184299,443267872,138232120,129826223,140818077,2.8,2.5,3,16,6.5,10.8,5,-1.8,-4.9
12/19/2021,Dairy,Cheese,560744505,575836283,562651289,156321864,162037522,170950766,3.4,3.6,3.8,-2.6,-3.5,-7,-0.3,-8.6,-9.7
12/19/2021,Dairy,Other,379327286,386628820,347953901,118881751,125928507,126124641,2.3,2.4,2.3,-1.9,-5.6,-6.3,9,-5.7,-1.3
12/19/2021,Dairy,Regular-fat milk,21829789,24505140,24964800,13669183,15983330,17332886,0.1,0.2,0.2,-10.9,-14.15,-14.9,-12.6,-21.1,-20.8
12/19/2021,Dairy,Yogurt and other,318771731,310179616,284217691,124816862,128476627,127950576,1.9,2,1.9,2.8,-2.8,-1.8,12.2,-2.4,1.6
12/19/2021,Fats and oils,Oils,89082221,81284813,76747444,14990844,16995612,16522831,0.5,0.5,0.5,9.6,-11.8,4.7,16.1,-9.3,5.1
12/19/2021,Fats and oils,Solids,142211928,150905451,160799090,44465317,50364851,51031532,0.9,1,1.1,-5.8,-11.7,-10,-11.6,-12.9,-19.9
12/19/2021,Fruits,Fruit juice,111101059,98359202,99532498,35469680,34592520,36175661,0.7,0.6,0.7,13,2.5,7.9,11.6,-2,1.1
12/19/2021,Fruits,Whole canned,92203185,87474481,87127942,34800208,36004224,40887299,0.6,0.6,0.6,5.4,-3.3,0.7,5.8,-14.9,-4.2
12/19/2021,Fruits,Whole fresh/frozen,640512238,578687605,557695192,222017179,226116340,203909301,3.9,3.7,3.7,10.7,-1.8,5.8,14.8,8.9,4
12/19/2021,Grains,Flour and mixes,36308906,38383647,38390426,11871552,13616683,14199794,0.2,0.2,0.3,-5.4,-12.8,-9.6,-5.4,-16.4,-14.3
12/19/2021,Grains,Frozen/ready to cook,37800040,39192595,40744996,11855420,12913008,13260540,0.2,0.2,0.3,-3.6,-8.2,-7.8,-7.2,-10.6,-16
12/19/2021,Grains,Not sweet packaged/Meals and sides,45154059,45833851,43257711,28821218,31763652,30900104,0.3,0.3,0.3,-1.5,-9.3,-5.9,4.4,-6.7,-5.5
12/19/2021,Grains,Other,69419911,70971673,58203667,27138904,29059563,24410716,0.4,0.4,0.4,-2.2,-6.6,-6.5,19.3,11.2,8
12/19/2021,Grains,"Packaged (bread, rolls, pita, tortilla, rice, pasta, cereal)",522460876,528258642,499112140,191230349,206918812,212746140,3.2,3.3,3.3,-1.1,-7.6,-5.5,4.7,-10.1,-5.2
12/19/2021,"Meats, eggs, and nuts",Eggs,148597835,142659955,149087000,49009769,54527240,57525268,0.9,0.9,1,4.2,-10.1,-0.5,-0.3,-14.8,-9.7
12/19/2021,"Meats, eggs, and nuts",Fish fresh/frozen,132772499,148104101,134026629,14554905,18269804,15953989,0.8,0.9,0.9,-10.4,-14.15,-14.3,-0.9,-8.8,-10.3
12/19/2021,"Meats, eggs, and nuts",Nuts and seeds processed/nut butters,51646428,52700678,48860697,12405351,13100100,12643623,0.3,0.3,0.3,-2,-5.3,-6.4,5.7,-1.9,-4.3
12/19/2021,"Meats, eggs, and nuts",Nuts and seeds raw,171905418,174967279,187714761,37690594,39054640,45323451,1,1.1,1.3,-1.7,-3.5,-6.1,-8.4,-16.8,-17.1
12/19/2021,"Meats, eggs, and nuts",Other,53872577,55510995,43469586,23699544,25051983,20802885,0.3,0.4,0.3,-3,-5.4,-7.3,23.9,13.9,12.2
12/19/2021,"Meats, eggs, and nuts",Poultry fresh/frozen,445499180,431961200,373720990,76434023,80908422,70757419,2.7,2.7,2.5,3.1,-5.5,-1.5,19.2,8,8
12/19/2021,"Meats, eggs, and nuts",Regular meat canned,27710975,26215501,22340259,11297392,11880552,10708863,0.2,0.2,0.1,5.7,-4.9,1,24,5.5,12.3
12/19/2021,"Meats, eggs, and nuts",Regular meat fresh/frozen,1093518412,984173461,861042184.1,242078668,260389105,250912607,6.8,6.55,6.55,2.2,-7,-2.3,11.6,-3.5,1.1
12/19/2021,Other,Other,625963569,603468745,530063557,114476155,119397196,110510327,3.8,3.8,3.5,3.7,-4.1,-0.9,18.1,3.6,7
12/19/2021,Sugar and sweeteners,Raw,95926418,101537679,94547016,29306526,32953248,35822084,0.6,0.6,0.6,-5.5,-11.1,-9.7,1.5,-18.2,-8.1
12/19/2021,Vegetables,Dark green canned,610215,559285,538030,510006,532973,520566,0,0,0,9.1,-4.3,4.3,13.4,-2,2.7
12/19/2021,Vegetables,Dark green fresh/frozen,218158192,216028206,194182234,77935694,82231316,73993393,1.3,1.4,1.3,1,-5.2,-3.5,12.3,5.3,1.8
12/19/2021,Vegetables,Legumes canned,41619383,45008343,38608273,32486228,37752029,32067717,0.3,0.3,0.3,-7.5,-13.9,-11.6,7.8,1.3,-2.4
12/19/2021,Vegetables,Legumes fresh/frozen,37394366,40920787,41006712,16472394,19074465,19847164,0.2,0.3,0.3,-8.6,-13.6,-12.7,-8.8,-17,-17.4
12/19/2021,Vegetables,"Not sweet canned (soups, sauces, etc)",9108735,9325878,8544339,2312872,2487343,2338219,0.1,0.1,0.1,-2.3,-7,-6.7,6.6,-1.1,-3.4
12/19/2021,Vegetables,Orange canned,1220504,1301896,1026831,1416668,1585115,1350768,0,0,0,-6.3,-10.6,-10.4,18.9,4.9,7.7
12/19/2021,Vegetables,Orange fresh/frozen,41032512,43570477,46425462,23067486,25947097,27558415,0.2,0.3,0.3,-5.8,-11.1,-10,-11.6,-16.3,-20
12/19/2021,Vegetables,Other,133619125,141223807,137144032,61688750,68841706,65700919,0.8,0.9,0.9,-5.4,-10.4,-9.6,-2.6,-6.1,-11.8
12/19/2021,Vegetables,Other-mostly water canned,69756602,69996004,73096929,29253243,30979970,33520414,0.4,0.4,0.5,-0.3,-5.6,-4.8,-4.6,-12.7,-13.6
12/19/2021,Vegetables,Other-mostly water fresh/frozen,149034109,160290289,154815056,81745983,92629850,88731146,0.9,1,1,-7,-11.7,-11.2,-3.7,-7.9,-12.8
12/19/2021,Vegetables,Other-nutrient-dense canned,35431365,40790124,36237797,31704241,37233884,33566015,0.2,0.3,0.2,-13.1,-14.15,-17,-2.2,-5.5,-11.4
12/19/2021,Vegetables,Other-nutrient-dense fresh/frozen,141017289,146418067,142567465,74285565,82413340,77063560,0.9,0.9,1,-3.7,-9.9,-8,-1.1,-3.6,-10.4
12/19/2021,Vegetables,Starchy canned,35419624,38096654,40694243,30458316,36566142,40633866,0.2,0.2,0.3,-7,-14.15,-11.2,-12.65,-23.3375,-21.2
12/19/2021,Vegetables,Starchy fresh/frozen,83350574,91195030,91290463,28380642,33269093,33831570,0.5,0.6,0.6,-8.6,-14.15,-12.7,-8.7,-16.1,-17.3
26-12-2021,Alcohol,Other,1093518412,984173461,861042184.1,171689706,175340901,154012181,6.8,6.55,6.55,1.6,-2.1,-10.8,23.4,11.5,-11.7
26-12-2021,Beverages,Carbonated non-alcoholic,945047798,799292570,701571860,274847328,282281113.4,276043695.6,5.3,5.1,5.5,18.2,3.3,3.8,34.7,4.6,-3.6
26-12-2021,Beverages,Fruit drinks and non-carbonated sugary,865736861,732667797,603805473,274847328,278851135,244230416,4.8,4.7,4.7,18.2,7.05,3.7,43.4,22.3625,2.6
26-12-2021,Beverages,Other,285870950,254272831,222289847,40411394,38694352,35653649,1.6,1.6,1.7,12.4,4.4,-1.3,28.6,13.3,-7.9
26-12-2021,Beverages,Water,370354777,298173115,272253315,145738983,130846739,129177692,2.1,1.9,2.1,24.2,7.05,9,36,12.8,-2.6
26-12-2021,Commercially prepared items,"Not sweet canned (soups, sauces, etc)",325159402,291207851,240009362,121783296,116908749,101149653,1.8,1.9,1.9,11.7,4.2,-2,35.5,20.4,-3
26-12-2021,Commercially prepared items,"Not sweet frozen (pizzas, french fries, fish sticks and entrees)",524151179,437806849,376773740,127028057,116004379,110299292,2.9,2.8,2.9,19.7,7.05,5.1,39.1,15.2,-0.4
